"Year","Scenario","country","Income","med","lwr","upr"
2018,"Target <8 Mt","FIN","HI",0.001358,0.001205,0.001517
2018,"Target <8 Mt","FJI","UMI",0.002638,0.001879,0.003391
2018,"Target <8 Mt","FRA","HI",0.011387,0.010211,0.012547
2018,"Target <8 Mt","FRO","HI",0.000137,2.2e-05,0.000378
2018,"Target <8 Mt","FSM","LMI",0.017445,0.016048,0.018871
2018,"Target <8 Mt","GAB","UMI",0.003285,0.000316,0.005974
2018,"Target <8 Mt","GBR","HI",0.02222,0.019862,0.024644
2018,"Target <8 Mt","GEO","LMI",0.000239,0.000219,0.000261
2018,"Target <8 Mt","GHA","LMI",0.012693,0.010989,0.014477
2018,"Target <8 Mt","GIB","HI",5e-06,5e-06,6e-06
2018,"Target <8 Mt","GIN","LI",0.00816,0.006799,0.009644
2018,"Target <8 Mt","GMB","LI",0.00643,0.00588,0.006972
2018,"Target <8 Mt","GNB","LI",0.004618,0.004181,0.005072
2018,"Target <8 Mt","GNQ","UMI",6.1e-05,5.3e-05,7e-05
2018,"Target <8 Mt","GRC","HI",0.003693,0.003371,0.004028
2018,"Target <8 Mt","GRD","UMI",3.7e-05,3.4e-05,4e-05
2018,"Target <8 Mt","GTM","UMI",0.035914,0.023753,0.048957
2018,"Target <8 Mt","GUY","UMI",0.00565,0.003856,0.007388
2018,"Target <8 Mt","HKG","HI",0.008146,0.007501,0.00879
2018,"Target <8 Mt","HND","LMI",0.012957,0.010442,0.015357
2018,"Target <8 Mt","HRV","HI",0.001746,0.001595,0.001898
2018,"Target <8 Mt","HTI","LI",0.118104,0.107457,0.129383
2018,"Target <8 Mt","IDN","LMI",1.030805,0.677037,1.394256
2018,"Target <8 Mt","IND","LMI",2.556036,2.182436,2.993399
2018,"Target <8 Mt","IRL","HI",0.001549,0.001394,0.001705
2018,"Target <8 Mt","IRN","UMI",0.129841,0.093481,0.167272
2018,"Target <8 Mt","IRQ","UMI",0.346903,0.316842,0.381349
2018,"Target <8 Mt","ISR","HI",0.004194,0.003802,0.0046
2018,"Target <8 Mt","ITA","HI",0.011053,0.009799,0.012282
2018,"Target <8 Mt","JAM","UMI",0.004589,0.000637,0.012403
2018,"Target <8 Mt","JOR","UMI",0.011101,0.003378,0.019434
2018,"Target <8 Mt","JPN","HI",0.020706,0.018861,0.022658
2018,"Target <8 Mt","KEN","LMI",0.182679,0.137562,0.227484
2018,"Target <8 Mt","KGZ","LMI",0.001927,0.000407,0.003428
2018,"Target <8 Mt","KHM","LMI",0.027567,0.023921,0.031387
2018,"Target <8 Mt","KIR","LMI",0.002195,0.001968,0.002427
2018,"Target <8 Mt","KNA","UMI",8.8e-05,4.8e-05,0.000214
2018,"Target <8 Mt","KOR","HI",0.020897,0.019072,0.022773
2018,"Target <8 Mt","KWT","HI",0.300462,0.278144,0.323418
2018,"Target <8 Mt","LAO","LMI",0.003313,0.002461,0.00419
2018,"Target <8 Mt","LBN","UMI",0.004077,0.001163,0.01282
2018,"Target <8 Mt","LBR","LI",0.008843,0.007797,0.009954
2018,"Target <8 Mt","LBY","UMI",0.030633,0.02202,0.038477
2018,"Target <8 Mt","LCA","UMI",0.000116,0.000107,0.000125
2018,"Target <8 Mt","LIE","HI",5.7e-05,7e-06,0.000145
2018,"Target <8 Mt","LKA","LMI",0.047514,0.041879,0.053451
2018,"Target <8 Mt","LSO","LMI",0.002525,0.00224,0.002821
2018,"Target <8 Mt","LTU","HI",0.00051,0.00046,0.000563
2018,"Target <8 Mt","LUX","HI",7.7e-05,5.2e-05,0.000103
2018,"Target <8 Mt","LVA","HI",0.000307,0.000281,0.000334
2018,"Target <8 Mt","MAC","HI",0.01328,0.011949,0.014662
2018,"Target <8 Mt","MAR","LMI",0.065696,0.043091,0.088836
2018,"Target <8 Mt","MCO","HI",4e-06,4e-06,4e-06
2018,"Target <8 Mt","MDG","LI",0.028926,0.023893,0.034368
2018,"Target <8 Mt","MDV","UMI",0.001915,0.001687,0.002145
2018,"Target <8 Mt","MEX","UMI",0.014837,0.010894,0.016162
2018,"Target <8 Mt","MHL","UMI",0.00017,0.000132,0.000208
2018,"Target <8 Mt","MKD","UMI",0.000562,0.000125,0.001759
2018,"Target <8 Mt","MLT","HI",0.00022,0.000204,0.000237
2018,"Target <8 Mt","MMR","LMI",0.377111,0.339574,0.417658
2018,"Target <8 Mt","MNE","UMI",0.005982,0.003734,0.008248
2018,"Target <8 Mt","MNG","LMI",0.194491,0.177943,0.211968
2018,"Target <8 Mt","MOZ","LI",0.029136,0.025432,0.033079
2018,"Target <8 Mt","MRT","HI",0.012097,0.007863,0.016359
2018,"Target <8 Mt","MUS","UMI",0.000184,0.000164,0.000205
2018,"Target <8 Mt","MYS","UMI",0.009426,0.007504,0.009396
2018,"Target <8 Mt","NAM","UMI",0.005392,0.003551,0.007304
2018,"Target <8 Mt","NCL","HI",8.2e-05,7.4e-05,8.9e-05
2018,"Target <8 Mt","NER","LI",0.025412,0.022384,0.028653
2018,"Target <8 Mt","NGA","LMI",0.222083,0.177238,0.271227
2018,"Target <8 Mt","NIC","LMI",0.03221,0.025887,0.038947
2018,"Target <8 Mt","NLD","HI",0.004175,0.003725,0.004633
2018,"Target <8 Mt","NOR","HI",0.000171,0.000153,0.00019
2018,"Target <8 Mt","NZL","HI",0.001491,0.001369,0.001611
2018,"Target <8 Mt","OMN","HI",0.192823,0.174335,0.211957
2018,"Target <8 Mt","PAK","LMI",0.405267,0.328948,0.48842
2018,"Target <8 Mt","PAN","HI",0.0124,0.000919,0.023999
2018,"Target <8 Mt","PER","UMI",0.120048,0.081408,0.159773
2018,"Target <8 Mt","PHL","LMI",0.416665,0.357766,0.47689
2018,"Target <8 Mt","PLW","HI",0.000658,0.000444,0.000861
2018,"Target <8 Mt","PNG","LMI",0.00518,0.004353,0.006025
2018,"Target <8 Mt","POL","HI",0.003751,0.003256,0.004249
2018,"Target <8 Mt","PRI","HI",0.002311,0.002058,0.00247
2018,"Target <8 Mt","PRT","HI",0.002203,0.002008,0.002405
2018,"Target <8 Mt","PSE","LMI",0.004989,0.00285,0.007171
2018,"Target <8 Mt","QAT","HI",0.000903,0.00083,0.00098
2018,"Target <8 Mt","ROU","UMI",0.008027,0.001286,0.022955
2018,"Target <8 Mt","RUS","UMI",3.215974,2.8955,3.531992
2018,"Target <8 Mt","RWA","LI",0.026581,0.020388,0.032899
2018,"Target <8 Mt","SAU","HI",0.004442,0.003745,0.005162
2018,"Target <8 Mt","SDN","LMI",0.040832,0.026645,0.055438
2018,"Target <8 Mt","SEN","LI",0.077109,0.068874,0.085651
2018,"Target <8 Mt","SGP","HI",0.005357,0.004953,0.005779
2018,"Target <8 Mt","SLB","LMI",0.0191,0.017322,0.020896
2018,"Target <8 Mt","SLE","LI",0.010704,0.009518,0.011903
2018,"Target <8 Mt","SLV","LMI",0.007519,0.006231,0.008885
2018,"Target <8 Mt","SOM","LI",0.011529,0.008171,0.014987
2018,"Target <8 Mt","STP","LMI",0.001399,0.001285,0.001515
2018,"Target <8 Mt","SUR","UMI",0.005024,0.004614,0.005431
2018,"Target <8 Mt","SVK","HI",0.000466,0.000392,0.000544
2018,"Target <8 Mt","SVN","HI",0.000253,0.000216,0.000294
2018,"Target <8 Mt","SWE","HI",0.001051,0.000939,0.001167
2018,"Target <8 Mt","SWZ","LMI",0.00332,0.002764,0.003912
2018,"Target <8 Mt","SYC","HI",1.8e-05,1.6e-05,2e-05
2018,"Target <8 Mt","SYR","LI",0.026665,0.016221,0.036461
2018,"Target <8 Mt","TCD","LI",0.006939,0.003022,0.010809
2018,"Target <8 Mt","TGO","LI",0.030866,0.026642,0.03524
2018,"Target <8 Mt","THA","UMI",0.736675,0.557432,0.922303
2018,"Target <8 Mt","TLS","LMI",0.002795,0.002518,0.003102
2018,"Target <8 Mt","TTO","HI",0.059556,0.054238,0.064944
2018,"Target <8 Mt","TUN","LMI",0.03263,0.021905,0.044822
2018,"Target <8 Mt","TUR","UMI",0.060949,0.010292,0.106084
2018,"Target <8 Mt","TUV","UMI",0.000171,0.000152,0.000192
2018,"Target <8 Mt","TZA","LI",0.088027,0.073474,0.102778
2018,"Target <8 Mt","UGA","LI",0.101672,0.079147,0.1248
2018,"Target <8 Mt","UKR","LMI",0.071646,0.06023,0.090241
2018,"Target <8 Mt","URY","HI",0.000694,0.000616,0.000742
2018,"Target <8 Mt","USA","HI",0.111365,0.098808,0.124405
2018,"Target <8 Mt","UZB","LMI",0.006015,0.001149,0.010913
2018,"Target <8 Mt","VCT","UMI",0.000101,1.8e-05,0.000306
2018,"Target <8 Mt","VEN","UMI",0.282238,0.23708,0.327148
2018,"Target <8 Mt","VIR","HI",7.4e-05,6.6e-05,8.2e-05
2018,"Target <8 Mt","VNM","LMI",0.208186,0.159776,0.256663
2018,"Target <8 Mt","VUT","LMI",0.001186,0.000935,0.001433
2018,"Target <8 Mt","YEM","LI",0.050171,0.036992,0.064126
2018,"Target <8 Mt","ZAF","UMI",0.149371,0.114328,0.187135
2018,"Target <8 Mt","ZMB","LMI",0.04465,0.035074,0.054201
2018,"Target <8 Mt","ZWE","LI",0.050856,0.036251,0.065866
2019,"Ambitious","AFG","LI",0.155308,0.117469,0.192039
2019,"Ambitious","AGO","LMI",0.197758,0.168013,0.229265
2019,"Ambitious","ALB","UMI",0.032769,0.027251,0.038625
2019,"Ambitious","ARE","HI",0.186026,0.073593,0.295546
2019,"Ambitious","ARG","HI",0.093694,0.080412,0.108417
2019,"Ambitious","ATG","HI",7.3e-05,6.4e-05,8.1e-05
2019,"Ambitious","AUS","HI",0.01082,0.009484,0.012191
2019,"Ambitious","AZE","UMI",0.092873,0.079598,0.106474
2019,"Ambitious","BEL","HI",0.004888,0.004157,0.005665
2019,"Ambitious","BEN","LI",0.024348,0.020549,0.028497
2019,"Ambitious","BGD","LMI",0.220728,0.18702,0.258473
2019,"Ambitious","BGR","UMI",0.02172,0.018147,0.025555
2019,"Ambitious","BHR","HI",0.001267,0.001118,0.001413
2019,"Ambitious","BHS","HI",0.002702,0.002394,0.003004
2019,"Ambitious","BIH","UMI",0.01242,0.008107,0.017541
2019,"Ambitious","BLZ","UMI",0.00303,0.002176,0.004079
2019,"Ambitious","BOL","LMI",0.017133,0.012091,0.022524
2019,"Ambitious","BRA","UMI",0.809975,0.684419,0.949556
2019,"Ambitious","BRB","HI",0.000487,0.000432,0.000543
2019,"Ambitious","BRN","HI",0.002084,0.001843,0.002339
2019,"Ambitious","BWA","UMI",0.004836,0.00374,0.006026
2019,"Ambitious","CAN","HI",0.028649,0.024871,0.032701
2019,"Ambitious","CHE","HI",0.006962,0.006015,0.008
2019,"Ambitious","CHL","HI",0.023563,0.02013,0.027247
2019,"Ambitious","CHN","UMI",1.895521,1.618129,2.185904
2019,"Ambitious","CIV","LMI",0.159033,0.135162,0.185004
2019,"Ambitious","CMR","LMI",0.020745,0.016175,0.025673
2019,"Ambitious","COD","LI",0.187884,0.162029,0.214632
2019,"Ambitious","COG","LMI",0.027103,0.022788,0.032214
2019,"Ambitious","COL","UMI",0.018259,0.014984,0.021776
2019,"Ambitious","COM","LI",0.003528,0.003128,0.003944
2019,"Ambitious","CPV","LMI",0.003435,0.002882,0.004056
2019,"Ambitious","CRI","UMI",0.003699,0.002863,0.004635
2019,"Ambitious","CYP","HI",0.002937,0.002578,0.003328
2019,"Ambitious","CZE","HI",0.000492,0.00042,0.000573
2019,"Ambitious","DEU","HI",0.045285,0.038614,0.052448
2019,"Ambitious","DJI","LMI",0.006728,0.0059,0.00762
2019,"Ambitious","DMA","UMI",9.5e-05,8.4e-05,0.000107
2019,"Ambitious","DNK","HI",0.007989,0.007004,0.008928
2019,"Ambitious","DOM","UMI",0.155351,0.134906,0.177553
2019,"Ambitious","DZA","UMI",0.427712,0.339222,0.522475
2019,"Ambitious","ECU","UMI",0.052031,0.043259,0.061998
2019,"Ambitious","EGY","LMI",1.046818,0.895192,1.203661
2019,"Ambitious","ERI","LI",0,0,0
2019,"Ambitious","ESP","HI",0.017491,0.015328,0.019838
2019,"Ambitious","EST","HI",0.005015,0.004416,0.005618
2019,"Ambitious","FIN","HI",0.003094,0.002672,0.003542
2019,"Ambitious","FJI","UMI",0.002687,0.002234,0.003318
2019,"Ambitious","FRA","HI",0.026036,0.022823,0.029588
2019,"Ambitious","FRO","HI",0.000285,0.000247,0.000322
2019,"Ambitious","FSM","LMI",0.019749,0.017399,0.022173
2019,"Ambitious","GAB","UMI",0.007452,0.006583,0.008358
2019,"Ambitious","GBR","HI",0.066009,0.057184,0.075118
2019,"Ambitious","GEO","LMI",0.000274,0.000242,0.000306
2019,"Ambitious","GHA","LMI",0.014242,0.012017,0.016731
2019,"Ambitious","GIB","HI",6e-05,5.3e-05,6.6e-05
2019,"Ambitious","GIN","LI",0.009278,0.007586,0.011131
2019,"Ambitious","GMB","LI",0.007476,0.006645,0.008388
2019,"Ambitious","GNB","LI",0.005334,0.004683,0.006032
2019,"Ambitious","GNQ","UMI",0.000145,0.000124,0.000167
2019,"Ambitious","GRC","HI",0.0084,0.007411,0.009455
2019,"Ambitious","GRD","UMI",8.6e-05,7.6e-05,9.6e-05
2019,"Ambitious","GTM","UMI",0.035956,0.022207,0.050739
2019,"Ambitious","GUY","UMI",0.00597,0.005055,0.007093
2019,"Ambitious","HKG","HI",0.018804,0.016654,0.021007
2019,"Ambitious","HND","LMI",0.021613,0.017245,0.025947
2019,"Ambitious","HRV","HI",0.004461,0.003958,0.00501
2019,"Ambitious","HTI","LI",0.129983,0.113481,0.147826
2019,"Ambitious","IDN","LMI",1.848462,1.599627,2.12071
2019,"Ambitious","IND","LMI",2.599542,2.076806,3.168719
2019,"Ambitious","IRL","HI",0.005362,0.004668,0.006022
2019,"Ambitious","IRN","UMI",0.124802,0.080901,0.171319
2019,"Ambitious","IRQ","UMI",0.408202,0.359677,0.460641
2019,"Ambitious","ISR","HI",0.009715,0.008609,0.010959
2019,"Ambitious","ITA","HI",0.12694,0.109911,0.145875
2019,"Ambitious","JAM","UMI",0.023375,0.020763,0.02617
2019,"Ambitious","JOR","UMI",0.011083,0.003682,0.018497
2019,"Ambitious","JPN","HI",0.235522,0.206404,0.2651
2019,"Ambitious","KEN","LMI",0.207079,0.153649,0.259785
2019,"Ambitious","KGZ","LMI",0.002235,0.000472,0.003946
2019,"Ambitious","KHM","LMI",0.031836,0.026991,0.037365
2019,"Ambitious","KIR","LMI",0.002543,0.002228,0.002895
2019,"Ambitious","KNA","UMI",0.001446,0.001284,0.001615
2019,"Ambitious","KOR","HI",0.047887,0.042199,0.053812
2019,"Ambitious","KWT","HI",0.348783,0.30978,0.389325
2019,"Ambitious","LAO","LMI",0.004846,0.00419,0.005525
2019,"Ambitious","LBN","UMI",0.0414,0.036684,0.046515
2019,"Ambitious","LBR","LI",0.010297,0.008864,0.011819
2019,"Ambitious","LBY","UMI",0.030593,0.024613,0.039329
2019,"Ambitious","LCA","UMI",0.000412,0.000366,0.000459
2019,"Ambitious","LIE","HI",9e-05,7.8e-05,0.000102
2019,"Ambitious","LKA","LMI",0.050619,0.042051,0.059553
2019,"Ambitious","LSO","LMI",0.002863,0.002458,0.003263
2019,"Ambitious","LTU","HI",0.001161,0.001012,0.001312
2019,"Ambitious","LUX","HI",0.000179,0.00012,0.00024
2019,"Ambitious","LVA","HI",0.00348,0.003068,0.003911
2019,"Ambitious","MAC","HI",0.01393,0.011487,0.016409
2019,"Ambitious","MAR","LMI",0.123728,0.107398,0.139937
2019,"Ambitious","MCO","HI",4.5e-05,4e-05,5e-05
2019,"Ambitious","MDG","LI",0.03324,0.026663,0.040126
2019,"Ambitious","MDV","UMI",0.002116,0.001805,0.002459
2019,"Ambitious","MEX","UMI",0.31521,0.257137,0.372988
2019,"Ambitious","MHL","UMI",0.000159,0.00012,0.000212
2019,"Ambitious","MKD","UMI",0.005266,0.004112,0.006462
2019,"Ambitious","MLT","HI",0.000843,0.000751,0.000939
2019,"Ambitious","MMR","LMI",0.435925,0.379366,0.496147
2019,"Ambitious","MNE","UMI",0.006699,0.004194,0.009242
2019,"Ambitious","MNG","LMI",0.225417,0.198682,0.253559
2019,"Ambitious","MOZ","LI",0.033903,0.02912,0.039179
2019,"Ambitious","MRT","HI",0.009218,0.004177,0.016129
2019,"Ambitious","MUS","UMI",0.000424,0.000367,0.000485
2019,"Ambitious","MYS","UMI",0.206602,0.181892,0.233236
2019,"Ambitious","NAM","UMI",0.006204,0.004067,0.008439
2019,"Ambitious","NCL","HI",0.000946,0.000832,0.001064
2019,"Ambitious","NER","LI",0.029452,0.02499,0.034227
2019,"Ambitious","NGA","LMI",0.232187,0.174978,0.293541
2019,"Ambitious","NIC","LMI",0.035532,0.027535,0.043763
2019,"Ambitious","NLD","HI",0.009545,0.008243,0.011001
2019,"Ambitious","NOR","HI",0.000395,0.000342,0.000453
2019,"Ambitious","NZL","HI",0.003423,0.003028,0.003842
2019,"Ambitious","OMN","HI",0.228141,0.202163,0.255697
2019,"Ambitious","PAK","LMI",0.466126,0.391841,0.544417
2019,"Ambitious","PAN","HI",0.011926,0.009364,0.017579
2019,"Ambitious","PER","UMI",0.129898,0.109057,0.154737
2019,"Ambitious","PHL","LMI",0.437743,0.37476,0.507989
2019,"Ambitious","PLW","HI",0.00045,0.000208,8e-04
2019,"Ambitious","PNG","LMI",0.011159,0.00927,0.013196
2019,"Ambitious","POL","HI",0.008548,0.007281,0.009877
2019,"Ambitious","PRI","HI",0.025652,0.022765,0.028725
2019,"Ambitious","PRT","HI",0.004981,0.004393,0.005622
2019,"Ambitious","PSE","LMI",0.005872,0.003365,0.00842
2019,"Ambitious","QAT","HI",0.0021,0.001864,0.002359
2019,"Ambitious","ROU","UMI",0.049941,0.041546,0.059418
2019,"Ambitious","RUS","UMI",3.602059,3.159568,4.068105
2019,"Ambitious","RWA","LI",0.030446,0.023072,0.038547
2019,"Ambitious","SAU","HI",0.010318,0.008521,0.012213
2019,"Ambitious","SDN","LMI",0.075022,0.064314,0.086142
2019,"Ambitious","SEN","LI",0.08803,0.076363,0.101022
2019,"Ambitious","SGP","HI",0.012392,0.011011,0.013807
2019,"Ambitious","SLB","LMI",0.022175,0.019595,0.02509
2019,"Ambitious","SLE","LI",0.012373,0.010693,0.014179
2019,"Ambitious","SLV","LMI",0.009327,0.007588,0.011219
2019,"Ambitious","SOM","LI",0.013205,0.00929,0.017252
2019,"Ambitious","STP","LMI",0.001591,0.00141,0.001775
2019,"Ambitious","SUR","UMI",0.005811,0.005145,0.006526
2019,"Ambitious","SVK","HI",0.003006,0.002484,0.00356
2019,"Ambitious","SVN","HI",0.00178,0.00147,0.002106
2019,"Ambitious","SWE","HI",0.002413,0.002105,0.00274
2019,"Ambitious","SWZ","LMI",0.003567,0.002843,0.004333
2019,"Ambitious","SYC","HI",0.000208,0.00018,0.000239
2019,"Ambitious","SYR","LI",0.030522,0.018441,0.042319
2019,"Ambitious","TCD","LI",0.008013,0.003393,0.012587
2019,"Ambitious","TGO","LI",0.035296,0.029599,0.041235
2019,"Ambitious","THA","UMI",0.708585,0.54882,0.921882
2019,"Ambitious","TLS","LMI",0.003025,0.002519,0.003522
2019,"Ambitious","TTO","HI",0.064394,0.056083,0.073224
2019,"Ambitious","TUN","LMI",0.064382,0.056056,0.072952
2019,"Ambitious","TUR","UMI",0.121939,0.106086,0.138945
2019,"Ambitious","TUV","UMI",0.000183,0.000154,0.000215
2019,"Ambitious","TZA","LI",0.100503,0.082693,0.119898
2019,"Ambitious","UGA","LI",0.116133,0.087683,0.146921
2019,"Ambitious","UKR","LMI",0.160942,0.138085,0.184869
2019,"Ambitious","URY","HI",0.007706,0.006781,0.008608
2019,"Ambitious","USA","HI",0.255627,0.221767,0.293721
2019,"Ambitious","UZB","LMI",0.006974,0.001289,0.012601
2019,"Ambitious","VCT","UMI",0.000657,0.000583,0.000735
2019,"Ambitious","VEN","UMI",0.309365,0.255545,0.3684
2019,"Ambitious","VIR","HI",0.000848,0.000737,0.000969
2019,"Ambitious","VNM","LMI",0.278016,0.24087,0.319469
2019,"Ambitious","VUT","LMI",0.001569,0.001386,0.001755
2019,"Ambitious","YEM","LI",0.058312,0.042288,0.07506
2019,"Ambitious","ZAF","UMI",0.138496,0.103196,0.186249
2019,"Ambitious","ZMB","LMI",0.050879,0.039005,0.06296
2019,"Ambitious","ZWE","LI",0.056264,0.039766,0.073763
2019,"Business as usual","AFG","LI",0.163782,0.125669,0.204974
2019,"Business as usual","AGO","LMI",0.227713,0.1944,0.26381
2019,"Business as usual","ALB","UMI",0.034598,0.029036,0.040779
2019,"Business as usual","ARE","HI",0.418773,0.368619,0.470717
2019,"Business as usual","ARG","HI",0.224162,0.192096,0.259269
2019,"Business as usual","ATG","HI",7.7e-05,6.8e-05,8.6e-05
2019,"Business as usual","AUS","HI",0.011397,0.010032,0.012904
2019,"Business as usual","AZE","UMI",0.097082,0.084432,0.110462
2019,"Business as usual","BEL","HI",0.005185,0.00439,0.006058
2019,"Business as usual","BEN","LI",0.026983,0.023098,0.031241
2019,"Business as usual","BGD","LMI",0.242101,0.206562,0.281197
2019,"Business as usual","BGR","UMI",0.022674,0.018804,0.026768
2019,"Business as usual","BHR","HI",0.001333,0.001183,0.001488
2019,"Business as usual","BHS","HI",0.007649,0.0068,0.008541
2019,"Business as usual","BIH","UMI",0.021503,0.017085,0.026314
2019,"Business as usual","BLZ","UMI",0.005383,0.004654,0.006181
2019,"Business as usual","BOL","LMI",0.019851,0.013816,0.026286
2019,"Business as usual","BRA","UMI",0.846653,0.709604,0.982019
2019,"Business as usual","BRB","HI",0.000511,0.000453,0.000571
2019,"Business as usual","BRN","HI",0.006145,0.005436,0.006859
2019,"Business as usual","BWA","UMI",0.005125,0.003982,0.006398
2019,"Business as usual","CAN","HI",0.030329,0.026101,0.034546
2019,"Business as usual","CHE","HI",0.007338,0.006368,0.008405
2019,"Business as usual","CHL","HI",0.034329,0.029111,0.039598
2019,"Business as usual","CHN","UMI",1.96527,1.674134,2.273051
2019,"Business as usual","CIV","LMI",0.170554,0.143696,0.197846
2019,"Business as usual","CMR","LMI",0.027305,0.022162,0.032434
2019,"Business as usual","COD","LI",0.203846,0.175806,0.23391
2019,"Business as usual","COG","LMI",0.038251,0.0336,0.04299
2019,"Business as usual","COL","UMI",0.018996,0.015619,0.022767
2019,"Business as usual","COM","LI",0.003657,0.003239,0.004087
2019,"Business as usual","CPV","LMI",0.004351,0.003785,0.004954
2019,"Business as usual","CRI","UMI",0.00386,0.002954,0.004842
2019,"Business as usual","CYP","HI",0.003121,0.00274,0.003526
2019,"Business as usual","CZE","HI",0.000521,0.00044,0.000603
2019,"Business as usual","DEU","HI",0.047975,0.041152,0.055404
2019,"Business as usual","DJI","LMI",0.007486,0.006573,0.008407
2019,"Business as usual","DMA","UMI",9.9e-05,8.8e-05,0.000111
2019,"Business as usual","DNK","HI",0.008461,0.007417,0.009503
2019,"Business as usual","DOM","UMI",0.175697,0.153402,0.200847
2019,"Business as usual","DZA","UMI",0.567743,0.477738,0.665853
2019,"Business as usual","ECU","UMI",0.061479,0.050365,0.072975
2019,"Business as usual","EGY","LMI",1.253194,1.098507,1.413627
2019,"Business as usual","ERI","LI",0,0,0
2019,"Business as usual","ESP","HI",0.018438,0.016155,0.020875
2019,"Business as usual","EST","HI",0.006783,0.005952,0.007655
2019,"Business as usual","FIN","HI",0.003283,0.002826,0.003766
2019,"Business as usual","FJI","UMI",0.005011,0.004415,0.005624
2019,"Business as usual","FRA","HI",0.027639,0.024089,0.031544
2019,"Business as usual","FRO","HI",0.000994,0.000859,0.001137
2019,"Business as usual","FSM","LMI",0.021657,0.019311,0.024181
2019,"Business as usual","GAB","UMI",0.01133,0.010043,0.012708
2019,"Business as usual","GBR","HI",0.06954,0.060655,0.079024
2019,"Business as usual","GEO","LMI",0.000287,0.000254,0.000322
2019,"Business as usual","GHA","LMI",0.01638,0.013703,0.019153
2019,"Business as usual","GIB","HI",8.2e-05,7.3e-05,9.2e-05
2019,"Business as usual","GIN","LI",0.010057,0.008205,0.012043
2019,"Business as usual","GMB","LI",0.007829,0.006923,0.008765
2019,"Business as usual","GNB","LI",0.005603,0.004884,0.00631
2019,"Business as usual","GNQ","UMI",0.000151,0.000128,0.000175
2019,"Business as usual","GRC","HI",0.008909,0.007872,0.009993
2019,"Business as usual","GRD","UMI",8.9e-05,7.9e-05,1e-04
2019,"Business as usual","GTM","UMI",0.05297,0.034603,0.071802
2019,"Business as usual","GUY","UMI",0.011069,0.009842,0.012392
2019,"Business as usual","HKG","HI",0.019797,0.01753,0.022167
2019,"Business as usual","HND","LMI",0.022717,0.018378,0.027391
2019,"Business as usual","HRV","HI",0.004705,0.00414,0.005305
2019,"Business as usual","HTI","LI",0.147967,0.130613,0.16678
2019,"Business as usual","IDN","LMI",2.141429,1.850229,2.451361
2019,"Business as usual","IND","LMI",3.6087,3.025767,4.218091
2019,"Business as usual","IRL","HI",0.005652,0.004971,0.006371
2019,"Business as usual","IRN","UMI",0.194823,0.14075,0.249741
2019,"Business as usual","IRQ","UMI",0.427553,0.37574,0.479898
2019,"Business as usual","ISR","HI",0.010263,0.009054,0.011482
2019,"Business as usual","ITA","HI",0.146745,0.126191,0.167844
2019,"Business as usual","JAM","UMI",0.029291,0.025885,0.03291
2019,"Business as usual","JOR","UMI",0.020677,0.006737,0.034289
2019,"Business as usual","JPN","HI",0.330898,0.290391,0.371492
2019,"Business as usual","KEN","LMI",0.233795,0.175671,0.293506
2019,"Business as usual","KGZ","LMI",0.002343,0.000492,0.004122
2019,"Business as usual","KHM","LMI",0.033268,0.028106,0.039118
2019,"Business as usual","KIR","LMI",0.002684,0.00234,0.003041
2019,"Business as usual","KNA","UMI",0.001515,0.001342,0.001691
2019,"Business as usual","KOR","HI",0.050638,0.044851,0.056845
2019,"Business as usual","KWT","HI",0.367199,0.326924,0.409875
2019,"Business as usual","LAO","LMI",0.006072,0.005247,0.006936
2019,"Business as usual","LBN","UMI",0.043488,0.038423,0.048711
2019,"Business as usual","LBR","LI",0.010688,0.009233,0.012387
2019,"Business as usual","LBY","UMI",0.056929,0.050333,0.063945
2019,"Business as usual","LCA","UMI",0.000428,0.000379,0.000478
2019,"Business as usual","LIE","HI",0.000332,0.00029,0.000377
2019,"Business as usual","LKA","LMI",0.062625,0.053933,0.071619
2019,"Business as usual","LSO","LMI",0.00315,0.002701,0.0036
2019,"Business as usual","LTU","HI",0.001222,0.001069,0.00138
2019,"Business as usual","LUX","HI",0.000188,0.000125,0.000253
2019,"Business as usual","LVA","HI",0.005778,0.005129,0.006454
2019,"Business as usual","MAC","HI",0.018629,0.016523,0.020708
2019,"Business as usual","MAR","LMI",0.139393,0.121781,0.157392
2019,"Business as usual","MCO","HI",4.7e-05,4.2e-05,5.3e-05
2019,"Business as usual","MDG","LI",0.035508,0.028733,0.042605
2019,"Business as usual","MDV","UMI",0.002517,0.002185,0.002874
2019,"Business as usual","MEX","UMI",0.327811,0.269599,0.391617
2019,"Business as usual","MHL","UMI",0.00029,0.000251,0.00033
2019,"Business as usual","MKD","UMI",0.005485,0.004251,0.006873
2019,"Business as usual","MLT","HI",0.000893,0.000793,0.00099
2019,"Business as usual","MMR","LMI",0.454129,0.397664,0.51549
2019,"Business as usual","MNE","UMI",0.007336,0.004604,0.010106
2019,"Business as usual","MNG","LMI",0.2356,0.207618,0.264079
2019,"Business as usual","MOZ","LI",0.035356,0.030202,0.040882
2019,"Business as usual","MRT","HI",0.025906,0.022251,0.029721
2019,"Business as usual","MUS","UMI",0.000442,0.000383,0.000503
2019,"Business as usual","MYS","UMI",0.215515,0.188852,0.243442
2019,"Business as usual","NAM","UMI",0.006757,0.004423,0.009238
2019,"Business as usual","NCL","HI",0.001288,0.001136,0.001453
